x,y,neg,neu,pos,compound,episode,line
roku,ozai,0.16,0.84,0.0,-0.7783,8,"One hundred years ago, [Viewers see a visual of a comet in the dark sky.] Fire Lord Sozin used that comet to begin the War. He and his firebending army harnessed its incredible power, and dealt a deadly first strike against the other nations."
roku,sozin,0.16,0.84,0.0,-0.7783,8,"One hundred years ago, [Viewers see a visual of a comet in the dark sky.] Fire Lord Sozin used that comet to begin the War. He and his firebending army harnessed its incredible power, and dealt a deadly first strike against the other nations."
roku,aang,0.177,0.749,0.074,-0.8625,8,"Listen carefully. [Viewers see silhouette of Fire Lord Ozai standing amid flames, fists taut.] Sozin's Comet will return by the end of this summer, and Fire Lord Ozai will use its power to finish the War, once and for all. [Visual and audio of Ozai's silhouette roaring upward, fire streaming from his mouth.] If he succeeds, even the Avatar won't be able to restore balance to the world. Aang. You must defeat the Fire Lord, before the comet arrives."
roku,ozai,0.177,0.749,0.074,-0.8625,8,"Listen carefully. [Viewers see silhouette of Fire Lord Ozai standing amid flames, fists taut.] Sozin's Comet will return by the end of this summer, and Fire Lord Ozai will use its power to finish the War, once and for all. [Visual and audio of Ozai's silhouette roaring upward, fire streaming from his mouth.] If he succeeds, even the Avatar won't be able to restore balance to the world. Aang. You must defeat the Fire Lord, before the comet arrives."
roku,sozin,0.177,0.749,0.074,-0.8625,8,"Listen carefully. [Viewers see silhouette of Fire Lord Ozai standing amid flames, fists taut.] Sozin's Comet will return by the end of this summer, and Fire Lord Ozai will use its power to finish the War, once and for all. [Visual and audio of Ozai's silhouette roaring upward, fire streaming from his mouth.] If he succeeds, even the Avatar won't be able to restore balance to the world. Aang. You must defeat the Fire Lord, before the comet arrives."
katara,aang,0.216,0.784,0.0,-0.296,8,[Worried.] How's Aang gonna make it out of this?
roku,aang,0.0,1.0,0.0,0.0,8,"I know you can do it Aang. [Close-up of half his face.] For you have done it before. [Close-up of half of Aang's now-smiling face.] The solstice is ending. We must go our separate ways, for now."
katara,aang,0.47,0.53,0.0,-0.7955,8,[Sokka struggles against his chains. Katara is terrified.] No! Aang!
shyu,aang,0.0,1.0,0.0,0.0,8,[In awe.] Avatar Roku ...
shyu,avatar roku,0.0,1.0,0.0,0.0,8,[In awe.] Avatar Roku ...
shyu,roku,0.0,1.0,0.0,0.0,8,[In awe.] Avatar Roku ...
shyu,aang,0.214,0.786,0.0,-0.6229,8,[Implores.] Avatar Roku is going to destroy the temple! We have to get out of here!
shyu,avatar roku,0.214,0.786,0.0,-0.6229,8,[Implores.] Avatar Roku is going to destroy the temple! We have to get out of here!
shyu,roku,0.214,0.786,0.0,-0.6229,8,[Implores.] Avatar Roku is going to destroy the temple! We have to get out of here!
katara,aang,0.0,1.0,0.0,0.0,8,Not without Aang!
aang,shyu,0.364,0.26,0.377,0.0258,8,[Weakly.] Thanks. Where's Shyu?
zhao,aang,0.26,0.652,0.088,-0.5713,8,"[Turns angrily, snapping.] No Prince, no Avatar! Apparently, the only thing I do have is five traitors!"
great fire sage,aang,0.0,1.0,0.0,0.0,8,[Interjects.] But Commander! Only Shyu helped the Avatar.
great fire sage,shyu,0.0,1.0,0.0,0.0,8,[Interjects.] But Commander! Only Shyu helped the Avatar.
zhao,ozai,0.281,0.62,0.099,-0.7081,8,"[Close-up.] Save your stories for the Fire Lord. As far as I'm concerned, you are all guilty! [Orders.] Take them to the prison hold!"
aang,aang,0.158,0.842,0.0,-0.4588,9,[Worriedly.] It's what Avatar Roku said. I'm supposed to master all four elements before that comet arrives.
aang,avatar roku,0.158,0.842,0.0,-0.4588,9,[Worriedly.] It's what Avatar Roku said. I'm supposed to master all four elements before that comet arrives.
aang,roku,0.158,0.842,0.0,-0.4588,9,[Worriedly.] It's what Avatar Roku said. I'm supposed to master all four elements before that comet arrives.
aang,appa,0.0,0.886,0.114,0.4019,9,You could ... clean the gunk out of Appa's toes. [Hands Sokka a branch with a bushel of leaves at the end.]
sokka,appa,0.046,0.894,0.06,0.1027,9,"[Frowns and crosses his arms.] So, while you guys are playing in the water, I'm supposed to be hard at work picking mud out of a giant bison's feet?"
iroh,zuko,0.0,0.7,0.3,0.6124,9,"Actually, someone did. I assure you, it is a matter of utmost importance, Prince Zuko. [Scratches beard.]"
zuko,aang,0.0,0.748,0.252,0.4019,9,[Hopefully.] Is it something to do with the Avatar?
sokka,aang,0.156,0.844,0.0,-0.7263,9,"[Still working on cleaning up Appa, he looks up and stares at Aang's wave crashing toward him in fear.] Aang?! [The wave throws Sokka off into the water and his head slowly rises out, annoyed.]"
sokka,bumi,0.0,0.909,0.091,0.4215,9,[Walking back from alleyway with a bag over his shoulders.] We've got exactly three copper pieces left from the money that King Bumi gave us. Let's spend it wisely.
aang,sokka,0.0,0.872,0.128,0.4829,9,"Uh, make that two copper pieces, Sokka. I couldn't say no to this whistle! [Pulls out a white whistle that looks like a bison, takes a huge breath and blows into it, but it barely makes a sound.]"
sokka,momo,0.049,0.951,0.0,-0.1531,9,[Pulls out fingers over his ears after expecting a loud noise.] It doesn't even work. [Aang stops blowing when Momo squawks at him.] See? Even Momo thinks it's a piece of junk.
katara,aang,0.0,0.925,0.075,0.0951,9,"No offense Aang, but I'll hold the money from now on. [Aang hands her the two copper coins.]"
pirate captain,momo,0.0,0.919,0.081,0.5423,9,"[Standing in a dark doorway as Aang passes by with Momo on his back.] I've never seen such a fine specimen of lemur. [Walks into the light, an iguana parrot on his shoulder.] That beast would fetch me a hefty sum if you'd be interested in bartering. [The iguana parrot squawks at them.]"
aang,momo,0.0,1.0,0.0,0.0,9,[Grabbing Momo.] Momo's not for sale.
katara,aang,0.116,0.725,0.159,0.2244,9,"[Smiling.] Look at this, Aang. It's a waterbending scroll! [Aang walks over.] Check out these crazy moves."
aang,katara,0.0,0.841,0.159,0.8955,9,"[Turns around and whispers to Katara.] I know how to deal with these guys, Katara. Pirates love to haggle. [Katara drops the final coins in his hand.] Watch and learn. [Walks over to the counter, leans against it, and talks in a pirate voice.] Let's say to the price of, one copper piece! [Smiles, and dramatically presents the single coin.]"
katara,aang,0.099,0.756,0.145,0.2023,9,"[Whispering.] Aang, can we get out of here? I feel like we're getting weird looks."
aang,katara,0.0,1.0,0.0,0.0,9,"What was that all about, Katara?"
katara,aang,0.0,1.0,0.0,0.0,9,Aang! I thought we were running away from the pirates! [Jumps on to Aang's glider with Sokka and they lift off into the air.]
aang,katara,0.0,0.247,0.753,0.7269,9,"[Laughs.] Good one, Katara."
katara,sokka,0.0,1.0,0.0,0.0,9,"Sokka, where do you think they got it? They stole it from a waterbender!"
katara,aang,0.0,1.0,0.0,0.0,9,These are real waterbending forms. You know how crucial it is for Aang to learn waterbending!
katara,aang,0.291,0.709,0.0,-0.9022,9,"[Angrily.] Aang will get his turn once I figure out the water whip. [She tries again, but hits Momo instead, who screeches.] Ugh, why can't I get this stupid move?"
katara,aang,0.09,0.893,0.017,-0.6292,9,"[Screaming.] Will you please shut your air hole? Believe it or not your infinite wisdom gets a little old sometimes! Why don't we just throw the scroll away since you're so naturally gifted! [Sokka glares at her.] What? [She looks back at Aang, who has tears in his eyes.] Oh my gosh, Aang, I am so sorry, I don't know what came over me. But you know what, it won't happen again. [She gives the scroll to Aang.] Here, this is yours. I don't want to have anything to do with it anymore."
aang,katara,0.0,0.513,0.487,0.2263,9,It's okay Katara.
sokka,momo,0.231,0.769,0.0,-0.2732,9,What about Momo? He's the real victim here.
katara,momo,0.091,0.909,0.0,-0.0772,9,"[Bends down to pet Momo as he rubs his hind end.] I'm sorry, Momo."
katara,katara,0.179,0.76,0.06,-0.9693,9,"[Whispering.] Shhh, Momo! Go back to sleep. Shh! [The camera fades to show her standing by the river, attempting but failing to perfect the water whip, frustrated.] Ugh, ugh, ugh! Shoot! Come on water, work with me here! Okay, what if I just, ow! Stupid scroll! [The pirate captain and Zuko are shown hearing her.] Okay Katara, shift your weight through the stances. [She drops the water again and hears the ship pulling up onto the river bank. She peaks through the bushes to see what the noise was, and gasps upon seeing the pirates. She turns to run, but it grabbed by a pirate.] No! Let go of me! [She bends water up into the pirate's face, and he releases her, she runs but is grabbed again on the wrists by Zuko.]"
katara,momo,0.179,0.76,0.06,-0.9693,9,"[Whispering.] Shhh, Momo! Go back to sleep. Shh! [The camera fades to show her standing by the river, attempting but failing to perfect the water whip, frustrated.] Ugh, ugh, ugh! Shoot! Come on water, work with me here! Okay, what if I just, ow! Stupid scroll! [The pirate captain and Zuko are shown hearing her.] Okay Katara, shift your weight through the stances. [She drops the water again and hears the ship pulling up onto the river bank. She peaks through the bushes to see what the noise was, and gasps upon seeing the pirates. She turns to run, but it grabbed by a pirate.] No! Let go of me! [She bends water up into the pirate's face, and he releases her, she runs but is grabbed again on the wrists by Zuko.]"
katara,aang,0.351,0.649,0.0,-0.4019,9,"Aang, this is all my fault."
aang,katara,0.423,0.577,0.0,-0.296,9,"No Katara, it isn't."
sokka,aang,0.19,0.615,0.195,0.0202,9,You're really gonna hand over the Avatar for a stupid piece of parchment?
pirate captain,aang,0.0,0.686,0.314,0.4939,9,[Turns to Aang.] Your friend is the Avatar?
aang,sokka,0.0,0.761,0.239,0.296,9,"Yeah, Sokka, you really should shut your mouth."
sokka,aang,0.249,0.751,0.0,-0.743,9,I'm just sayin' it's bad business sense. Think how much the Fire Lord would pay for the Avatar. You guys would be set for life.
sokka,ozai,0.249,0.751,0.0,-0.743,9,I'm just sayin' it's bad business sense. Think how much the Fire Lord would pay for the Avatar. You guys would be set for life.
katara,momo,0.143,0.826,0.031,-0.8705,9,"Thanks, Momo. I owe you a bushel of apples. [She runs to join the fight. Aang is shown lost in the smoke, a thrown knife narrowly misses him and cuts through his ropes. Zuko finds his way out of the smoke cloud and hides the scroll behind his back, but the pirate captain sees him and the two begin to fight. The scroll flies into the air and his caught by Momo, the iguana parrot sees him and hits Momo. The scroll flies back down to the ground. A knife narrowly misses Sokka's head, and he uses it to cuts the ropes on his hands.]"
sokka,aang,0.0,1.0,0.0,0.0,9,"[Shouting.] Aang, are you there?"
aang,katara,0.0,0.953,0.047,0.471,9,"I'm right here! [Airbends the dust away, revealing the pirates surrounding him, and immediately airbends it back around himself.] Never mind! I'll find you! [Sokka climbs out of the dust cloud on his hands and knees. Aang vaults over him in a full sprint.] Run! [They find Katara, who is trying to push the pirate boat back into the water.] Katara, you're okay!"
zuko,iroh,0.263,0.737,0.0,-0.3595,9,"We have no time for your proverbs, Uncle!"
zuko,iroh,0.0,1.0,0.0,0.0,9,"[Off camera.] C'mon, Uncle! [Iroh runs after Zuko.]"
aang,sokka,0.0,1.0,0.0,0.0,9,"Sokka, can't you make it go any faster?"
katara,aang,0.0,0.809,0.191,0.3802,9,"[Pointing.] Aang, look! [The ship is shown headed toward a huge waterfall.]"
katara,aang,0.15,0.786,0.064,-0.4344,9,"We can stop the boat! Aang, together, push and pull the water! [They create a small Whirlpool that stops the boat.] It's working, it's slowing down! We're doing it!"
aang,appa,0.0,0.814,0.186,0.4926,9,[Holding up the whistle.] I knew a bison whistle would come in handy! Thanks Appa.
iroh,zuko,0.0,0.851,0.149,0.5983,9,"[Chuckles.] Prince Zuko, you're really going to get a kick out of this. That lotus tile was in my sleeve the whole time! [Has a big smile on his face.]"
katara,aang,0.127,0.678,0.195,0.3575,9,"Aang, I still owe you an apology. You were just so good at waterbending without really trying. I got so competitive that I put us all in danger, I'm sorry."
aang,katara,0.0,0.513,0.487,0.2263,9,That's okay Katara.
aang,katara,0.0,0.247,0.753,0.7269,9,"[Laughing.] Good one, Katara."
aang,momo,0.052,0.948,0.0,-0.2732,10,"Where's Momo? [Camera zooms in to close-up shot of Aang, Katara, and Sokka, the siblings sitting next to each other with bored faces, and Aang standing with his back to the camera. Momo screeches and the gang looks around.]"
aang,momo,0.102,0.85,0.049,-0.7644,10,"Hang on, Momo! [Aang uses his airbending to fly to the top of the tree, jumping from trunk-to-trunk to get higher. He finds the traps' mechanisms, undoes them, and carefully lowers Momo to the ground where Katara and Sokka are waiting. They open the trap together and the lemur runs out with one of the lychee nuts in his mouth. Katara and Sokka look on as Momo gets on his hind legs and eats it as though nothing has happened. Sokka grunts in frustration and facepalms. When Aang lands, he looks up to see the other two animals seemingly crying out to him for help.] All right, you too. [Jumps up to them.]"
sokka,appa,0.079,0.921,0.0,-0.34,10,"[Takes the sleeping bag from Aang's hands.] Think about it: Somehow Prince Zuko and the Fire Nation keep finding us. It's because they spot Appa, he's just too noticeable."
sokka,zuko,0.079,0.921,0.0,-0.34,10,"[Takes the sleeping bag from Aang's hands.] Think about it: Somehow Prince Zuko and the Fire Nation keep finding us. It's because they spot Appa, he's just too noticeable."
katara,appa,0.0,1.0,0.0,0.0,10,What? Appa's not too noticeable!
